Symbol,Name,Sector,Proportion of women in board,Proportion of women in upper management,Proportion of women in medium management,Proportion of women in lower management,Score
TXT,Textron Inc.,Industrials,0.3078626011406888,0.7344909808086122,0.4272004169100411,0.6435351213034999,1.228667032552788
BK,The Bank of New York Mellon,Financials,0.44095303479516734,0.5124104074936819,0.26156379984096745,1.227668777364289,1.298722853170515
CLX,The Clorox Company,Consumer Staples,0.30947118814218416,0.4565750170752282,0.4882265943255102,0.5267050362976238,1.0311985081468862
COO,The Cooper Companies,Health Care,1.156906539540098,0.12604760114189295,1.1539293101253456,0.07769151795251705,1.845411970787851
HSY,The Hershey Company,Consumer Staples,0.5498721687124546,0.4483903166054931,0.6066222244322005,0.5997849383659132,1.346991984062174
MOS,The Mosaic Company,Materials,0.4101658257264491,0.9545983905294346,0.2371687912946628,0.4821656615737474,1.341618793216509
TRV,The Travelers Companies Inc.,Financials,0.18451428309778625,0.4898696500602975,0.4586613241598004,0.3115441551821573,0.8502169467745418
DIS,The Walt Disney Company,Communication Services,0.4408448244326415,0.25189187012783343,0.440125702112152,0.4734663253324269,0.9792718821779289
TMO,Thermo Fisher Scientific,Health Care,0.6443076847133595,1.6061296916989565,0.4757877056870693,0.7251774626905109,2.224045560553317
TIF,Tiffany & Co.,Consumer Discretionary,0.6990414841721533,0.3274648623651833,0.7472280164969535,0.6088641738148828,1.484540148220723
TJX,TJX Companies Inc.,Consumer Discretionary,0.37760352743347547,0.17881814223045756,0.6071033886387778,0.7861704250010062,1.0421790488144864
TSCO,Tractor Supply Company,Consumer Discretionary,0.6395654415246329,0.23264180054142336,0.45597003790630497,0.3341954712713705,1.1306583622381927
TT,Trane Technologies plc,Industrials,0.14793921031704638,0.39637314177895616,1.2714601646638644,0.4050533107023947,1.1826464851049663
TDG,TransDigm Group,Industrials,0.3483691007544101,0.2568943555387105,0.5136832072184652,1.0933693541190233,1.1130475594764468
TFC,Truist Financial,Financials,0.03045044867014822,0.2797447025466163,0.284683063597189,0.949660655846544,0.6535114690053374
TWTR,Twitter Inc.,Communication Services,0.3210050622589522,0.480815397186775,0.5163299404891678,0.25169911877492,0.9912505461667546
TYL,Tyler Technologies,Information Technology,1.4779840196465728,1.0551869940946248,0.36278860322046297,0.2234148545321921,2.4650336734826994
TSN,Tyson Foods,Consumer Staples,0.3193602511911093,0.38328524640228895,0.4798767681755324,0.3939824126320252,0.9457930315500854
USB,U.S. Bancorp,Financials,0.6176251832606785,0.9483016726473062,0.3337832726505903,0.35253222892440594,1.55408765911641
UDR,UDR Inc.,Real Estate,0.5050144297765511,0.4721055740486852,0.4470108403157368,0.34898999587835466,1.1636907505320055
ULTA,Ulta Beauty,Consumer Discretionary,0.4015332903295368,0.4400698522397711,0.6306870328681262,0.5921060706801811,1.202557524535494
UAA,Under Armour (Class A),Consumer Discretionary,0.5166149625349999,0.7200183776205165,0.293056455030835,0.27789513284965595,1.250524594239676
UA,Under Armour (Class C),Consumer Discretionary,0.18479042115163813,0.3638801223987412,0.3638297952436492,0.2535365887993694,0.6974823810923924
UNP,Union Pacific Corp,Industrials,1.989218984764407,0.27003764895074217,0.9351233801844498,0.6912766878969976,2.8531900354912505
UAL,United Airlines Holdings,Industrials,0.7492891920320621,0.17425337441961608,0.6710879874649468,1.5498445159244496,1.6717639026356015
UNH,United Health Group Inc.,Health Care,0.4276493704656833,0.7298864020205279,0.8679026484493708,0.7029159315660669,1.5833959555745583
UPS,United Parcel Service,Industrials,0.22889974384007786,0.9016139054701012,0.054105729828420684,0.3119374794978093,0.9806635864327017
URI,United Rentals Inc.,Industrials,0.5494293111532229,1.4238341579361151,0.016190111109191663,0.6555987184124494,1.750887892786834
UHS,Universal Health Services,Health Care,0.3801184936101335,0.4495187419016258,0.8908439469874746,1.0123399279677194,1.4439055648253247
UNM,Unum Group,Financials,0.4461191742836373,0.14453934619273925,0.206942206904248,0.05796106749193549,0.6681561403182593
VLO,Valero Energy,Energy,0.3019339337746046,0.3967179154463319,0.4704464164914714,0.3358349371185281,0.915610163968331
VAR,Varian Medical Systems,Health Care,0.36148417972468544,0.07880134539631256,0.1568699017339819,1.0966135529506391,0.8240641382542868
VTR,Ventas Inc,Real Estate,0.4119709119714225,0.3391812317137278,0.33071928176167675,0.32748947133174805,0.9130042564513948
VRSN,Verisign Inc.,Information Technology,0.4778108665065229,1.0305423376946106,1.2878138162292263,0.5581768467581384,2.010550465034805
VRSK,Verisk Analytics,Industrials,1.108419478290085,0.6475843039075468,0.5092031947244208,0.4947404228105619,1.9647522152307468
VZ,Verizon Communications,Communication Services,0.3343556883000925,0.4269642071436761,0.5671534086788232,0.3920268199385516,1.0344153836216428
VRTX,Vertex Pharmaceuticals Inc,Health Care,0.12092228760612199,0.5558228488276277,0.16821548497879002,0.391861670895791,0.7116645255435936
VFC,VF Corporation,Consumer Discretionary,0.24358217278437194,0.3036105865972986,0.1476446782062028,0.616018066985838,0.7147373426013338
VIAC,ViacomCBS,Communication Services,0.3461097839827314,0.3358624686938476,0.4209069366344735,0.2508071881097699,0.8669091368185925
V,Visa Inc.,Information Technology,0.004336060498448507,0.7949454412651034,0.29077541412361496,0.6541380312230154,0.9024269858127328
VNO,Vornado Realty Trust,Real Estate,0.3134830984484789,0.477102554615384,0.25372563777266605,0.26828260128668124,0.854802485951585
VMC,Vulcan Materials,Materials,0.686615804280279,0.8314484828694821,0.6950738491138899,1.1829004990635963,1.9710368165649403
WRB,W. R. Berkley Corporation,Financials,0.06473618722356961,0.19867272767432345,0.3498666666977982,0.03933867769664074,0.3905420332534873
WAB,Wabtec Corporation,Industrials,0.1339077406267057,0.030361078918686838,0.4707488698876152,1.0930896862827004,0.7184618366984042
WBA,Walgreens Boots Alliance,Consumer Staples,0.3023741843720058,0.5947095678362593,0.3636535357317975,0.40203570740193256,1.0211083619438657
WMT,Walmart,Consumer Staples,0.38967124137023773,0.3687695568003187,0.5514871010832861,0.3397615404528493,1.0254819438079585
WM,Waste Management Inc.,Industrials,0.07894694545887054,1.7507700060643707,0.5488679465371029,0.7732660638465265,1.8108997421264392
WAT,Waters Corporation,Health Care,0.11886669934641253,0.2249645518322858,0.5103252453522652,0.8346178544788003,0.7818898646487853
WEC,WEC Energy Group,Utilities,0.4590208630341669,0.36551209718173305,0.11776442049011825,0.3994447968632605,0.8935949803654173
WFC,Wells Fargo,Financials,0.5373234361109599,0.4579321434254797,0.5260453879421799,0.4657850156290573,1.2606341351686028
WELL,Welltower Inc.,Real Estate,0.5030642263019445,0.4020618622917587,0.4679065501230032,0.27897404965110045,1.1021530198630072
WST,West Pharmaceutical Services,Health Care,0.7096442098425394,1.0366569837379582,0.5834673816538235,0.7852716847973018,1.9626192947252123
WDC,Western Digital,Information Technology,0.7332116512881535,0.743743351165962,1.3412926854806648,0.1436300118921346,1.9675673434122996
WU,Western Union Co,Information Technology,0.5014100965259676,0.39382128634570346,0.9442722722491758,0.5680752336054021,1.4196437031741684
WRK,WestRock,Materials,0.1715797005036602,0.103456863450601,0.3055936399969885,0.5057125887036282,0.5485101015286636
WY,Weyerhaeuser,Real Estate,0.4681276494691544,0.32383985708708274,0.3855212690934572,0.5790036031290187,1.0612772649155464
WHR,Whirlpool Corp.,Consumer Discretionary,0.5394161899463188,0.5663098066761479,0.5143120663351555,0.8162243264858188,1.4378563857329456
WMB,Williams Companies,Energy,0.4007813598399818,0.2675954150394053,0.467635806635534,0.13595760880729682,0.8627033363275215
WLTW,Willis Towers Watson,Financials,0.6597666010669251,0.2299835995590593,0.8976070702768367,0.11218562712403254,1.3032143440338948
WYNN,Wynn Resorts Ltd,Consumer Discretionary,0.7850507957235552,0.5837808061624687,0.5761447814500504,0.5351428310372557,1.6423126000734853
XEL,Xcel Energy Inc,Utilities,0.028942182189997386,0.2524626200075439,0.3266571071700712,0.2962464317081372,0.45786849929275486
XRX,Xerox,Information Technology,0.1004967426584201,0.7423742416628509,0.2733327906996305,0.9214089181157376,1.0332477826069524
XLNX,Xilinx,Information Technology,0.5028740502797516,0.425343776420434,2.319019518787675,0.5219168891791134,2.116699519921627
XYL,Xylem Inc.,Industrials,0.9147603789866644,0.08149803641050818,1.217138385818631,0.5868038388079369,1.7564193490257165
YUM,Yum! Brands Inc,Consumer Discretionary,0.02265060462038959,0.4032773677704896,0.17493986227434485,0.4001996865706733,0.5124745991681068
ZBRA,Zebra Technologies,Information Technology,0.7822007531183464,0.5407159153202526,0.15588784484479734,0.6336842147296227,1.4287510806838086
ZBH,Zimmer Biomet Holdings,Health Care,1.0630899206136402,0.06438342775900674,0.5123665624720692,0.3099113136743652,1.4573149953832893
ZION,Zions Bancorp,Financials,0.5114100385323109,0.6776713609856215,0.4397106224931023,0.13309589461892307,1.245564070854474
ZTS,Zoetis,Health Care,0.08250328424415876,0.012691873393556041,1.066117093455985,0.3365069138114724,0.7253982164910822
